id:ID,name,birth_date,place_of_birth,occupation,:LABEL
Q104063921,Wisdom Kaye,2001-01-01T00:00:00Z,Nigeria,influencer,Human
Q71689009,Michel Bampély,1974-10-08T00:00:00Z,Kyiv,teacher,Human
Q9711,Honoré de Balzac,1799-05-20T00:00:00Z,Tours,dramaturge,Human
Q1557757,Guðrið Hansdóttir,1980-10-06T00:00:00Z,Tórshavn,singer,Human
Q131690243,Éric Morillot,1973-09-01T00:00:00Z,,producer,Human
Q2416850,Theo Bleckmann,1966-05-28T00:00:00Z,Dortmund,singer,Human
Q22343738,Aubrie Sellers,1991-01-01T00:00:00Z,Nashville,singer,Human
Q4455826,Tovmas Terzian,1840-10-21T00:00:00Z,Istanbul,teacher,Human
Q1072383,Nicola Roberts,1985-10-05T00:00:00Z,Stamford,singer,Human
Q100252598,Alexis Durand,1795-03-12T00:00:00Z,Fontainebleau,joiner,Human
Q55128479,Clara Luciani,1992-07-10T00:00:00Z,Martigues,actor,Human
Q981236,Paco Ibáñez,1934-11-20T00:00:00Z,Valencia,singer,Human
Q12881396,Monika Christodoulou,1985-05-26T00:00:00Z,Athens,singer,Human
Q3483950,Silvain Vanot,1963-01-01T00:00:00Z,Rouen,singer-songwriter,Human
Q48280221,Josh Hawkinson,1995-06-23T00:00:00Z,Seattle,basketball player,Human
Q13455177,Foxes,1989-04-29T00:00:00Z,Southampton,singer,Human
Q3314700,Mina Tindle,1983-04-09T00:00:00Z,Paris,singer-songwriter,Human
Q117842642,Jiei Halliday,1996-08-29T00:00:00Z,Utsunomiya,ice hockey player,Human
Q1355820,Federico Zandomeneghi,1841-06-02T00:00:00Z,Venice,painter,Human
Q5793,Shelly-Ann Fraser-Pryce,1986-12-27T00:00:00Z,Kingston,sprinter,Human
Q5812,Novak Djokovic,1987-05-22T00:00:00Z,Belgrade,tennis player,Human
Q5752,Peter Kropotkin,1842-12-09T00:00:00Z,Moscow,journalist,Human
Q5811,Masaccio,1401-12-30T00:00:00Z,San Giovanni Valdarno,painter,Human
Q5816,Mao Zedong,1893-12-26T00:00:00Z,Shaoshan,writer,Human
Q5799,Allyson Felix,1985-11-18T00:00:00Z,Los Angeles,sprinter,Human
Q5809,Che Guevara,1928-06-14T00:00:00Z,Rosario,partisan,Human
Q5749,Pierre-Joseph Proudhon,1809-01-15T00:00:00Z,Besançon,writer,Human
Q5721,Q5721,1856-04-24T00:00:00Z,Cauchy-à-la-Tour,politician,Human
Q1802,Daniel Balavoine,1952-02-05T00:00:00Z,Alençon,recording artist,Human
Q35811,Zoroaster,http://www.wikidata.org/.well-known/genid/4467b2f7f40115d0d4abb7d35a243387,http://www.wikidata.org/.well-known/genid/3cf0506bca8172fe8575b88d60f1c202,thaumaturge,Human
Q102851,Boethius,0480-01-01T00:00:00Z,Rome,politician,Human
Q9387,Max Weber,1864-04-21T00:00:00Z,Erfurt,politician,Human
Q9381,Adam Smith,1723-06-01T00:00:00Z,Kirkcaldy,university teacher,Human
Q9391,Ludwig Wittgenstein,1889-04-26T00:00:00Z,Neuwaldegg,mathematician,Human
Q5682,Miguel de Cervantes,1547-10-09T00:00:00Z,Alcalá de Henares,writer,Human
Q1239933,Donald Glover,1983-09-25T00:00:00Z,Edwards Air Force Base,television actor,Human
Q482907,Bryan Adams,1959-11-05T00:00:00Z,Kingston,fashion photographer,Human
Q648051,Andrzej Maksymilian Fredro,1620-01-01T00:00:00Z,Przemyśl,writer,Human
Q714250,Shelby Foote,1916-11-17T00:00:00Z,Greenville,author,Human
Q360094,Janus Pannonius,1434-09-16T00:00:00Z,Čazma,writer,Human
Q180224,Lenny Kravitz,1964-05-26T00:00:00Z,New York City,actor,Human
Q528663,Mark Isham,1951-09-07T00:00:00Z,New York City,recording artist,Human
Q290197,Joumana Haddad,1970-12-06T00:00:00Z,Beirut,translator,Human
Q261566,Nicolas Jaar,1990-01-10T00:00:00Z,New York City,musician,Human
Q223233,Sam Mendes,1965-08-01T00:00:00Z,Reading,film director,Human
Q714845,The Edge,1961-08-08T00:00:00Z,London,singer,Human
Q862461,Bill Sienkiewicz,1958-05-03T00:00:00Z,Blakely,painter,Human
Q704931,Edmund Wilson,1895-05-08T00:00:00Z,Red Bank,literary critic,Human
Q526518,Mihail Sadoveanu,1880-11-05T00:00:00Z,Pașcani,children's writer,Human
Q810695,Bat for Lashes,1979-10-25T00:00:00Z,Brighton,singer,Human
Q965927,George Moore,1852-02-24T00:00:00Z,Ballyglass,writer,Human
Q464207,Eduard Vilde,1865-03-04T00:00:00Z,Pudivere,writer,Human
Q708078,Missak Manouchian,1909-09-01T00:00:00Z,Adıyaman,politician,Human
Q712946,Jacques Barzun,1907-11-30T00:00:00Z,Créteil,writer,Human
Q933099,Jaime Guzmán,1946-06-28T00:00:00Z,Santiago,politician,Human
Q697786,Eugen Kumičić,1850-01-11T00:00:00Z,Brseč,politician,Human
Q737191,Sebhat Gebre-Egziabher,1936-01-01T00:00:00Z,Adwa,journalist,Human
Q712420,Otokar Březina,1868-09-13T00:00:00Z,Počátky,writer,Human
Q529001,André Antoine,1858-01-31T00:00:00Z,Limoges,theatre manager,Human
Q470732,José Antonio Labordeta,1935-03-10T00:00:00Z,Zaragoza,politician,Human
Q547810,Patrick Wolf,1983-06-30T00:00:00Z,London,singer,Human
Q503017,Jean-Luc Nancy,1940-07-26T00:00:00Z,Caudéran,university teacher,Human
Q489643,Gotye,1980-05-21T00:00:00Z,Bruges,singer,Human
Q9960,Ronald Reagan,1911-02-06T00:00:00Z,Birthplace of Ronald Reagan,actor,Human
Q5683,Geoffrey Chaucer,1343-01-01T00:00:00Z,London,writer,Human
Q5589,Henri Matisse,1869-12-31T00:00:00Z,Le Cateau-Cambrésis,artist,Human
Q136092927,Daniel Dillmann,1982-03-05T00:00:00Z,Hanau,editor-in-chief,Human
Q124648941,Diego Arene-Morley,1994-04-01T00:00:00Z,,policy scientist,Human
Q36591,Vladimir Nabokov,1899-04-22T00:00:00Z,Saint Petersburg,writer,Human
Q5592,Michelangelo,1475-03-15T00:00:00Z,Caprese Michelangelo,sculptor,Human
Q5593,Pablo Picasso,1881-10-25T00:00:00Z,Málaga,screenwriter,Human
Q10132,Rafael Nadal,1986-06-03T00:00:00Z,Manacor,tennis player,Human
Q10520,David Beckham,1975-05-02T00:00:00Z,London Borough of Waltham Forest,actor,Human
Q10091,Janica Kostelić,1982-01-05T00:00:00Z,Zagreb,alpine skier,Human
Q10681,Alan Stivell,1944-01-06T00:00:00Z,Riom,conductor,Human
Q10133,Suetonius,0069-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/424181368e011ac6ea49f0fdb8359fdc,writer,Human
Q10678,Yann-Fañch Kemener,1957-04-07T00:00:00Z,Saint-Brieuc,singer,Human
Q10125,Andy Murray,1987-05-15T00:00:00Z,Glasgow,tennis player,Human
Q10261,Pythagoras,-0582-01-01T00:00:00Z,Samos,politician,Human
Q36620,Tycho Brahe,1546-12-24T00:00:00Z,Knutstorp Castle,astrologer,Human
Q36661,Henrik Ibsen,1828-03-20T00:00:00Z,Stockmanngården,writer,Human
Q36949,Robert De Niro,1943-08-17T00:00:00Z,Manhattan,actor,Human
Q36844,Rihanna,1988-02-20T00:00:00Z,Saint Michael,singer,Human
Q10701,Gilles Servat,1945-02-01T00:00:00Z,Tarbes,singer,Human
Q11578,Venus Williams,1980-06-17T00:00:00Z,Lynwood,writer,Human
Q11459,Serena Williams,1981-09-26T00:00:00Z,Saginaw,designer,Human
Q11542,Dorothy E. Denning,1945-01-01T00:00:00Z,Grand Rapids,computer scientist,Human
Q11571,Cristiano Ronaldo,1985-02-05T00:00:00Z,Funchal,association football player,Human
Q37150,Lana Del Rey,1985-06-21T00:00:00Z,New York City,singer,Human
Q37064,Alexander Fleming,1881-08-06T00:00:00Z,Lochfield,bacteriologist,Human
Q37060,José Saramago,1922-11-16T00:00:00Z,Azinhaga,translator,Human
Q37030,Thomas Mann,1875-06-06T00:00:00Z,Lübeck,university teacher,Human
Q11666,Maria Sharapova,1987-04-19T00:00:00Z,Nyagan,model,Human
Q11662,Steffi Graf,1969-06-14T00:00:00Z,Mannheim,actor,Human
Q11685,Kim Clijsters,1983-06-08T00:00:00Z,Bilzen,tennis player,Human
Q11617,Aaliyah,1979-01-16T00:00:00Z,Brooklyn,actor,Human
Q11730,Otto Bauer,1881-09-05T00:00:00Z,Vienna,editing staff,Human
Q11641,Grace Hopper,1906-12-09T00:00:00Z,New York City,mathematician,Human
Q11682,Justine Henin,1982-06-01T00:00:00Z,Liège,tennis player,Human
Q11677,Lindsay Davenport,1976-06-08T00:00:00Z,Palos Verdes Peninsula,tennis player,Human
Q37151,Sun Tzu,-0543-01-01T00:00:00Z,Qi,philosopher,Human
Q37160,David Hume,1711-05-07T00:00:00Z,Edinburgh,economist,Human
Q11885,Axl Rose,1962-02-06T00:00:00Z,Lafayette,singer-songwriter,Human
Q11812,Thomas Jefferson,1743-04-13T00:00:00Z,Shadwell,writer,Human
Q11826,Al-Biruni,0973-09-09T00:00:00Z,Kath,writer,Human
Q11877,Ivory Joe Hunter,1911-10-11T00:00:00Z,Jasper County,singer-songwriter,Human
Q11893,Maximilian Hell,1720-05-15T00:00:00Z,Banská Štiavnica,mathematician,Human
Q11901,Beck,1970-07-08T00:00:00Z,Los Angeles,composer,Human
Q11752,Mary Kenneth Keller,1913-12-17T00:00:00Z,Cleveland,mathematician,Human
Q11887,William Rowan Hamilton,1805-08-04T00:00:00Z,Dublin,mathematician,Human
Q40715,Jennifer Lopez,1969-07-24T00:00:00Z,The Bronx,television actor,Human
Q40874,Doris Lessing,1919-10-22T00:00:00Z,Kermanshah,novelist,Human
Q40826,Knut Hamsun,1859-08-04T00:00:00Z,Vågå,playwright,Human
Q40852,Edward Jenner,1749-05-17T00:00:00Z,Berkeley,biologist,Human
Q40787,Nicholas II of Russia,1868-05-18T00:00:00Z,Pushkin,monarch,Human
Q40640,Ray Bradbury,1920-08-22T00:00:00Z,Waukegan,writer,Human
Q69358316,Birane Hane,1993-01-28T00:00:00Z,Dakar,activist,Human
Q44461,Richard Dawkins,1941-03-26T00:00:00Z,Nairobi,television actor,Human
Q78061707,Simon Villeneuve,1980-03-23T00:00:00Z,Chicoutimi hospital,djembe player,Human
Q7302,George Frideric Handel,1685-03-05T00:00:00Z,Halle (Saale),harpsichordist,Human
Q110765376,Kadda Sheekoff,1993-01-13T00:00:00Z,Port-au-Prince,writer,Human
Q4685697,Adrienne Kennaway,1945-01-01T00:00:00Z,New Zealand,illustrator,Human
Q104978342,Pierre Fincy,1991-01-29T00:00:00Z,Port-au-Prince,digital strategist,Human
Q21063570,Jeremy Whitley,,La Mesa,writer,Human
Q6135847,James Hendler,1957-04-02T00:00:00Z,Queens,engineer,Human
Q456933,Lydia Cabrera,1899-05-20T00:00:00Z,Havana,writer,Human
Q614905,Peter Thibeaux,1961-10-03T00:00:00Z,Los Angeles,basketball player,Human
Q5850481,Eugenio Figueroa,1973-08-03T00:00:00Z,Santiago,journalist,Human
Q54303353,Stefan Decker,1968-01-01T00:00:00Z,Stadtlohn,professor,Human
Q3270446,Léo Bureau-Blouin,1991-12-17T00:00:00Z,Montreal,politician,Human
Q1617178,Ed Pinckney,1963-03-27T00:00:00Z,The Bronx,basketball player,Human
Q9397,Zhu Xi,1130-10-25T00:00:00Z,Youxi County,writer,Human
Q9438,Thomas Aquinas,1225-01-01T00:00:00Z,Roccasecca,professor,Human
Q41166,Jonathan Swift,1667-11-30T00:00:00Z,Dublin,writer,Human
Q41173,Demi Lovato,1992-08-20T00:00:00Z,Albuquerque,singer,Human
Q41163,Al Pacino,1940-04-25T00:00:00Z,Manhattan,film director,Human
Q41239,Konstantin Tsiolkovsky,1857-09-17T00:00:00Z,Izhevskoe,scientist,Human
Q40912,Frank Sinatra,1915-12-12T00:00:00Z,Hoboken,producer,Human
Q40939,Aeschylus,-0524-01-01T00:00:00Z,Elefsina,playwright,Human
Q40946,Daniel Defoe,1660-01-01T00:00:00Z,London,writer,Human
Q41042,Harold Pinter,1930-10-10T00:00:00Z,London,playwright,Human
Q41076,Mariah Carey,1969-03-27T00:00:00Z,Huntington,actor,Human
Q5912,Marcel Duchamp,1887-07-28T00:00:00Z,Blainville-Crevon,actor,Human
Q11975,Britney Spears,1981-12-02T00:00:00Z,McComb,singer,Human
Q11930,Kevin Costner,1955-01-18T00:00:00Z,Lynwood,musician,Human
Q12003,Cher,1946-05-20T00:00:00Z,El Centro,actor,Human
Q11987,Assis Chateaubriand,1892-10-04T00:00:00Z,Umbuzeiro,politician,Human
Q11903,Hypatia,0360-01-01T00:00:00Z,Alexandria,writer,Human
Q5829,Jean-Luc Mélenchon,1951-08-19T00:00:00Z,Tangier,secondary school teacher,Human
Q5822,Piero della Francesca,1415-01-01T00:00:00Z,Sansepolcro,mathematician,Human
Q5819,José Bové,1953-06-11T00:00:00Z,Talence,politician,Human
Q5827,Pietro Perugino,1448-01-01T00:00:00Z,Città della Pieve,painter,Human
Q41148,Martin Scorsese,1942-11-17T00:00:00Z,Queens,actor,Human
Q41105,Gichin Funakoshi,1868-11-10T00:00:00Z,Shuri,karateka,Human
Q41117,Kim Il-sung,1912-04-15T00:00:00Z,Mangyongdae District,politician,Human
Q40904,Werner Heisenberg,1901-12-05T00:00:00Z,Würzburg,theoretical physicist,Human
Q40909,Virginia Woolf,1882-01-25T00:00:00Z,London,writer,Human
Q42247,Sully Prudhomme,1839-03-16T00:00:00Z,10th arrondissement of Paris,philosopher,Human
Q42443,Anatole France,1844-04-16T00:00:00Z,Paris,librarian,Human
Q42323,Pius XI,1857-05-31T00:00:00Z,Desio,librarian,Human
Q42299,Bernhard Riemann,1826-09-17T00:00:00Z,Breselenz,mathematician,Human
Q42207,Caravaggio,1571-09-29T00:00:00Z,Milan,painter,Human
Q9441,The Buddha,-0500-01-01T00:00:00Z,Lumbini,writer,Human
Q9440,Paolo Veronese,1528-01-01T00:00:00Z,Verona,painter,Human
Q12006,Dave Grohl,1969-01-14T00:00:00Z,Warren,composer,Human
Q12688,Jean Jaurès,1859-09-03T00:00:00Z,Castres,writer,Human
Q12706,Maxim Gorky,1868-03-28T00:00:00Z,Nizhny Novgorod,writer,Human
Q12054,Bernard Werber,1961-09-18T00:00:00Z,Toulouse,journalist,Human
Q12696,Nitobe Inazō,1862-09-01T00:00:00Z,Morioka,politician,Human
Q12718,Auguste Comte,1798-01-19T00:00:00Z,Montpellier,procurer,Human
Q12735,John Amos Comenius,1592-03-28T00:00:00Z,Uherský Brod,writer,Human
Q12113,Hugo Pratt,1927-06-15T00:00:00Z,Rimini,comics artist,Human
Q5921,Chuck Berry,1926-10-18T00:00:00Z,St. Louis,composer,Human
Q42458,Anaximander,-0609-01-01T00:00:00Z,Miletus,writer,Human
Q42493,Katy Perry,1984-10-25T00:00:00Z,Santa Barbara,entrepreneur,Human
Q12773,Julio Baghy,1891-01-13T00:00:00Z,Szeged,publisher,Human
Q12807,Umberto Eco,1932-01-05T00:00:00Z,Alessandria,translator,Human
Q41155,Heraclitus,-0534-01-01T00:00:00Z,Ephesus,writer,Human
Q9546,Al-Ghazali,1058-01-01T00:00:00Z,Tus,journalist,Human
Q9446,Pete Sampras,1971-08-12T00:00:00Z,"Washington, D.C.",tennis player,Human
Q9458,Muhammad,0571-04-22T00:00:00Z,Mecca,prophet,Human
Q3772,Q3772,1963-03-27T00:00:00Z,Knoxville,producer,Human
Q3355,Amelia Earhart,1897-07-24T00:00:00Z,Atchison,aviation writer,Human
Q42511,H. G. Wells,1866-09-21T00:00:00Z,Bromley,historian,Human
Q9554,Martin Luther,1483-11-19T00:00:00Z,Eisleben,writer,Human
Q5597,Raphael,1483-04-06T00:00:00Z,Urbino,architect,Human
Q18832,Sławomir Mrożek,1930-06-29T00:00:00Z,Borzęcin,writer,Human
Q18567,Arnold Gesell,1880-06-21T00:00:00Z,Alma,psychologist,Human
Q18430,Joseph E. Stiglitz,1943-02-09T00:00:00Z,Gary,professor,Human
Q17892,Sappho,-0650-01-01T00:00:00Z,Lesbos,writer,Human
Q18456,Bertha von Suttner,1843-06-09T00:00:00Z,Prague,writer,Human
Q18821,Wolfram von Eschenbach,1170-01-01T00:00:00Z,Wolframs-Eschenbach,knight,Human
Q17717,Oscar Robertson,1938-11-24T00:00:00Z,Charlotte,basketball player,Human
Q17455,John von Neumann,1903-12-28T00:00:00Z,Budapest,mathematician,Human
Q35548,Paul Cézanne,1839-01-19T00:00:00Z,Aix-en-Provence,painter,Human
Q43216,Epicurus,-0341-01-01T00:00:00Z,Samos,writer,Human
Q43293,J. M. Coetzee,1940-02-09T00:00:00Z,Cape Town,translator,Human
Q43303,Malcolm X,1925-05-19T00:00:00Z,Omaha,politician,Human
Q43203,Clint Eastwood,1930-05-31T00:00:00Z,San Francisco,singer,Human
Q43270,Pieter Brueghel the Elder,1525-01-01T00:00:00Z,Breda,painter,Human
Q4028,Paul Simon,1941-10-13T00:00:00Z,Newark,television actor,Human
Q4030,Q4030,1899-04-29T00:00:00Z,"Washington, D.C.",conductor,Human
Q4029,Tara Strong,1973-02-12T00:00:00Z,Toronto,pianist,Human
Q43393,Robert Boyle,1627-01-25T00:00:00Z,Lismore Castle,philosopher,Human
Q43423,Aesop,-0619-01-01T00:00:00Z,Mesembria,writer,Human
Q43347,Rumi,1207-09-30T00:00:00Z,Vakhsh,philosopher,Human
Q43353,Aristophanes,-0444-01-01T00:00:00Z,Classical Athens,writer,Human
Q19848,Lady Gaga,1986-03-28T00:00:00Z,Lenox Hill Hospital,singer,Human
Q4061,Woody Guthrie,1912-07-14T00:00:00Z,Okemah,singer,Human
Q4109,Chris Rock,1965-02-07T00:00:00Z,Andrews,comedian,Human
Q35610,Arthur Conan Doyle,1859-05-22T00:00:00Z,Edinburgh,historian,Human
Q4270,Tom DeLonge,1975-12-13T00:00:00Z,Poway,actor,Human
Q4145,Patrice O'Neal,1969-12-07T00:00:00Z,New York City,television presenter,Human
Q4235,Miley Cyrus,1992-11-23T00:00:00Z,Nashville,singer,Human
Q4128,Louis Aragon,1897-10-03T00:00:00Z,16th arrondissement of Paris,politician,Human
Q4271,Mark Hoppus,1972-03-15T00:00:00Z,Ridgecrest,singer,Human
Q35802,Benedictus de Spinoza,1632-11-24T00:00:00Z,Amsterdam,theologian,Human
Q35703,Gertrude B. Elion,1918-01-23T00:00:00Z,New York,pharmacist,Human
Q35698,Konrad Emil Bloch,1912-01-21T00:00:00Z,Nysa,chemist,Human
Q19504,Fritz Lang,1890-12-05T00:00:00Z,Vienna,film screenwriter,Human
Q19198,Chester Bennington,1976-03-20T00:00:00Z,Phoenix,rock singer,Human
Q18920,Steve Jablonsky,1970-10-09T00:00:00Z,Los Angeles,film score composer,Human
Q19673,Al Gore,1948-03-31T00:00:00Z,"Washington, D.C.",climate activist,Human
Q19526,Maya Angelou,1928-04-04T00:00:00Z,St. Louis,politician,Human
Q19008,Arthur Balfour,1848-07-25T00:00:00Z,Whittingehame,politician,Human
Q19837,Steve Jobs,1955-02-24T00:00:00Z,San Francisco,technology entrepreneur,Human
Q19004,Skrillex,1988-01-15T00:00:00Z,Los Angeles,disc jockey,Human
Q19581,Rafael Correa,1963-04-06T00:00:00Z,Guayaquil,politician,Human
Q19185,George Bernard Shaw,1856-07-26T00:00:00Z,Dublin,playwright,Human
Q4517,Bernard Katz,1911-03-26T00:00:00Z,Leipzig,physicist,Human
Q4583,Anne Frank,1929-06-12T00:00:00Z,Maingau Clinic of the Red Cross,writer,Human
Q4538,Jonathan Winters,1925-11-11T00:00:00Z,Dayton,actor,Human
Q4441,Emily Dickinson,1830-12-10T00:00:00Z,Amherst,writer,Human
Q4604,Confucius,-0550-01-01T00:00:00Z,Qufu,philosopher,Human
Q115362412,Cat Ellington,1970-11-28T00:00:00Z,Chicago,author,Human
Q123698386,Khamari,,Boston,DJ producer,Human
Q126500992,Craig Paul Bergland,1960-09-01T00:00:00Z,Milwaukee metropolitan area,bishop,Human
Q41257,Heinrich Hertz,1857-02-22T00:00:00Z,Hamburg,inventor,Human
Q123503938,Martin Urrutia,2005-03-30T00:00:00Z,Getxo,actor,Human
Q4700,Claude Debussy,1862-08-22T00:00:00Z,Saint-Germain-en-Laye,pianist,Human
Q4612,Marlene Dietrich,1901-12-27T00:00:00Z,Rote Insel,singer,Human
Q4616,Marilyn Monroe,1926-06-01T00:00:00Z,Los Angeles,singer,Human
Q4636,Barbra Streisand,1942-04-24T00:00:00Z,Brooklyn,singer,Human
Q20882,Gustave Eiffel,1832-12-15T00:00:00Z,Dijon,architect,Human
Q22670,Friedrich Schiller,1759-11-10T00:00:00Z,Marbach am Neckar,historian,Human
Q20729,Cro,1990-01-31T00:00:00Z,Mutlangen,singer,Human
Q20638,Henriette Hirschfeld-Tiburtius,1834-01-01T00:00:00Z,Westerland,dentist,Human
Q20710,Jean-Martin Charcot,1825-11-29T00:00:00Z,rue du Faubourg-Poissonnière,psychiatrist,Human
Q22530,Auguste Forel,1848-09-01T00:00:00Z,Morges,scientific collector,Human
Q21088,Zedd,1989-09-02T00:00:00Z,Saratov,disc jockey,Human
Q20713,Axwell,1977-12-18T00:00:00Z,Lund,disc jockey,Human
Q21595,Edwin Grant Conklin,1863-11-24T00:00:00Z,Waldo,zoologist,Human
Q21482,Katharine Burr Blodgett,1898-01-10T00:00:00Z,Schenectady,inventor,Human
Q7241,Rabindranath Tagore,1861-05-07T00:00:00Z,Kolkata,actor,Human
Q7235,Sophocles,-0495-01-01T00:00:00Z,Colonus,politician,Human
Q7231,Rosa Luxemburg,1871-03-05T00:00:00Z,Zamość,politician,Human
Q9294,Ibn Khaldun,1332-06-04T00:00:00Z,Tunis,writer,Human
Q7245,Q7245,1835-11-30T00:00:00Z,Florida,writer,Human
Q22686,Donald Trump,1946-06-14T00:00:00Z,Jamaica Hospital Medical Center,politician,Human
Q42992,Golda Meir,1898-05-03T00:00:00Z,Kyiv,politician,Human
Q42827,Gregory I,0540-01-01T00:00:00Z,Rome,writer,Human
Q42985,Ivan Pavlov,1849-09-26T00:00:00Z,Ryazan,neurologist,Human
Q42747,Heinrich Böll,1917-12-21T00:00:00Z,Cologne,Nobel Prize winner,Human
Q42775,Johnny Cash,1932-02-26T00:00:00Z,Kingsland,actor,Human
Q42596,Frédéric Mistral,1830-09-08T00:00:00Z,Maillane,lexicographer,Human
Q39599,Christiaan Huygens,1629-04-14T00:00:00Z,The Hague,astronomer,Human
Q7314,Igor Stravinsky,1882-06-17T00:00:00Z,Lomonosov,conductor,Human
Q23114,Lu Xun,1881-09-25T00:00:00Z,Shaoxing,writer,Human
Q23261,Hideaki Anno,1960-05-22T00:00:00Z,Ube,actor,Human
Q23365,Jeremy Renner,1971-01-07T00:00:00Z,Modesto,musician,Human
Q22714,Karl May,1842-02-25T00:00:00Z,Hohenstein-Ernstthal,writer,Human
Q22755,Silvio Gesell,1862-03-17T00:00:00Z,Sankt Vith,reformer,Human
Q23380,Jean-Auguste-Dominique Ingres,1780-08-29T00:00:00Z,Montauban,politician,Human
Q23215,Adele,1988-05-05T00:00:00Z,Tottenham,singer,Human
Q9696,John F. Kennedy,1917-05-29T00:00:00Z,Brookline,writer,Human
Q9671,Michael Schumacher,1969-01-03T00:00:00Z,Hürth,motorcycle racer,Human
Q5577,Salvador Dalí,1904-05-11T00:00:00Z,Figueres,illustrator,Human
Q318475,Randy Newman,1943-11-28T00:00:00Z,Los Angeles,film score composer,Human
Q713270,Ulf Lundell,1949-11-20T00:00:00Z,Högalid Parish,recording artist,Human
Q774617,Edoardo Bennato,1946-07-23T00:00:00Z,Naples,composer,Human
Q218091,Seal,1963-02-19T00:00:00Z,Paddington,singer-songwriter,Human
Q554657,Kristian Matsson,1983-04-30T00:00:00Z,Älvdalen church parish,singer,Human
Q440100,Jonathan Lethem,1964-02-19T00:00:00Z,New York City,writer,Human
Q213736,Bridgit Mendler,1992-12-18T00:00:00Z,"Washington, D.C.",singer,Human
Q320915,David Gray,1968-06-13T00:00:00Z,Sale,composer,Human
Q214544,Bonaventura Cavalieri,1598-01-01T00:00:00Z,Milan,astronomer,Human
Q45404,Wolfgang Ambros,1952-03-19T00:00:00Z,Wolfsgraben,singer-songwriter,Human
Q160478,Odysseas Elytis,1911-11-02T00:00:00Z,Heraklion,translator,Human
Q453841,Tal,1989-12-12T00:00:00Z,Pardes Hanna-Karkur,singer-songwriter,Human
Q102490,Evangelista Torricelli,1608-10-15T00:00:00Z,Rome,mathematician,Human
Q348808,Vasile Pușcaș,1952-07-08T00:00:00Z,Surduc,politician,Human
Q193982,Sinéad O'Connor,1966-12-08T00:00:00Z,Glenageary,singer-songwriter,Human
Q7298,Antonín Dvořák,1841-09-08T00:00:00Z,Nelahozeves,violinist,Human
Q7273,Ellen Swallow Richards,1842-12-03T00:00:00Z,Dunstable,ecologist,Human
Q7286,Émilie du Châtelet,1706-12-17T00:00:00Z,Paris,mathematician,Human
Q7294,Johannes Brahms,1833-05-07T00:00:00Z,Hamburg,composer,Human
Q7251,Alan Turing,1912-06-23T00:00:00Z,Maida Vale,computer scientist,Human
Q7259,Ada Lovelace,1815-12-10T00:00:00Z,London,mathematician,Human
Q7312,Franz Schubert,1797-01-31T00:00:00Z,Himmelpfortgrund,teacher,Human
Q5582,Vincent van Gogh,1853-03-30T00:00:00Z,Zundert,painter,Human
Q5580,Albrecht Dürer,1471-05-30T00:00:00Z,Nuremberg,exlibrist,Human
Q5581,Vittore Carpaccio,1465-01-01T00:00:00Z,Venice,painter,Human
Q9123,Ernest Rutherford,1871-08-30T00:00:00Z,Spring Grove,politician,Human
Q9095,James Clerk Maxwell,1831-06-13T00:00:00Z,Edinburgh,mathematician,Human
Q9106,Dmitri Mendeleev,1834-02-08T00:00:00Z,Tobolsk,economist,Human
Q9068,Voltaire,1694-11-21T00:00:00Z,Paris,diarist,Human
Q8446,Kurt Cobain,1967-02-20T00:00:00Z,Aberdeen,television actor,Human
Q8298,David Guetta,1967-11-07T00:00:00Z,Paris,disc jockey,Human
Q8423,Cyrus the Great,-0599-01-01T00:00:00Z,Anshan Persia,sovereign,Human
Q8409,Alexander the Great,-0355-07-15T00:00:00Z,Pella,politician,Human
Q8457,Antonio da Correggio,1489-09-08T00:00:00Z,Correggio,painter,Human
Q8349,"""Weird Al"" Yankovic",1959-10-23T00:00:00Z,Downey,comedian,Human
Q8219,Uta Frith,1941-05-25T00:00:00Z,Rockenhausen,psychologist,Human
Q37621,Thomas Hobbes,1588-04-05T00:00:00Z,Westport,philosopher of law,Human
Q37693,Paul Gauguin,1848-06-07T00:00:00Z,Paris,illustrator,Human
Q1043,Carl Linnaeus,1707-05-23T00:00:00Z,Råshult,scientific collector,Human
Q1048,Julius Caesar,-0099-07-01T00:00:00Z,Rome,Ancient Roman politician,Human
Q1064,Alessandro Manzoni,1785-03-07T00:00:00Z,Milan,writer,Human
